ID,Text,UserName,UserFollowerCount,RetweetCount,Likes,CreatedAt
1001361486025969664,RT @CryptoCoinNewz: Buy's just made tonight.$SNTR $HER $NEXO and more $BAX,Lucky,47,6,0,Tue May 29 07:15:57 +0000 2018
1001360926249975808,RT @CryptoCoinNewz: Buy's just made tonight.$SNTR $HER $NEXO and more $BAX,Crypto_Saiyan,24,6,0,Tue May 29 07:13:43 +0000 2018
1001360890535362560,RT @Terror_Scripter: No one can jump like @Nexo_os #RobloxDev #Roblox https://t.co/4EUA4SC4dC,dude,129,8,0,Tue May 29 07:13:35 +0000 2018
1001360681088643072,No one can jump like @Nexo_os #RobloxDev #Roblox https://t.co/4EUA4SC4dC,ScriptingIntoTerror,309,8,9,Tue May 29 07:12:45 +0000 2018
1001360487936942080,RT @CryptoCoinNewz: Buy's just made tonight.$SNTR $HER $NEXO and more $BAX,Bullish Chart Club. 🚀🌖,64,6,0,Tue May 29 07:11:59 +0000 2018
1001360252737073152,RT @FatBTC: FatBTC has opened deposit of Nexo（NEXO） and  will start NEXO/ETH trading at  14：00 May 13th (UTC+8)  Details:https://t.co/4K2cm…,Ali,3,50,0,Tue May 29 07:11:03 +0000 2018
1001359673646338048,RT @CryptoCoinNewz: Buy's just made tonight.$SNTR $HER $NEXO and more $BAX,Stian,125,6,0,Tue May 29 07:08:45 +0000 2018
1001356522956492800,Buy's just made tonight.$SNTR $HER $NEXO and more $BAX,CryptoCoinNews,29095,6,33,Tue May 29 06:56:14 +0000 2018
1001354141346816000,RT @MiddleChildPabk: Projects I'm most excited about. The next few years.. we will look back and realize how lucky we were to be in this ea…,Cryptotoshi,96,2,0,Tue May 29 06:46:46 +0000 2018
1001352763870187520,"RT @BrothersBrick: ""#Centaur Knight #Mech takes it to the Nexo level"" | #LEGO 7 is unstoppable when creating jaw-dropping characters. This…",Henry Quinn,156,12,0,Tue May 29 06:41:17 +0000 2018
1001352477638365184,RT @bitox_exchange: NEXO $NEXO by @NexoFinance is now available on @bitox_exchange : https://t.co/IrwgQNfQCdNexo - The World’s First Insta…,PRINCE ZUKO,54,53,0,Tue May 29 06:40:09 +0000 2018
1001352423204585473,RT @bitox_exchange: NEXO $NEXO by @NexoFinance is now available on @bitox_exchange : https://t.co/IrwgQNfQCdNexo - The World’s First Insta…,Оленька Барминова,96,53,0,Tue May 29 06:39:56 +0000 2018
1001352090814365696,Projects I'm most excited about. The next few years.. we will look back and realize how lucky we were to be in this… https://t.co/moAvTjTSKO,DSC,42,2,8,Tue May 29 06:38:37 +0000 2018
1001350180459896833,RT @NexoFinance: Nexo Community is now the largest crypto group on Telegram with 64k+ supporters and growing! We would like to thank you al…,Amma,10,571,0,Tue May 29 06:31:01 +0000 2018
1001349370372022273,RT @bitox_exchange: NEXO $NEXO by @NexoFinance is now available on @bitox_exchange : https://t.co/IrwgQNfQCdNexo - The World’s First Insta…,Weawaeya,0,53,0,Tue May 29 06:27:48 +0000 2018
1001348807911706624,"RT @BrothersBrick: ""#Centaur Knight #Mech takes it to the Nexo level"" | #LEGO 7 is unstoppable when creating jaw-dropping characters. This…",Spaceteddy,3585,12,0,Tue May 29 06:25:34 +0000 2018
1001339400452653058,RT @NexoFinance: Nexo Community is now the largest crypto group on Telegram with 64k+ supporters and growing! We would like to thank you al…,ico_kingyokingyo,20,571,0,Tue May 29 05:48:11 +0000 2018
1001336043096899584,Free chrome extension to hide tweets that over-shill crypto cash tags &amp; promote groups https://t.co/D6aOXBWQQjNo… https://t.co/WlkVBOIIyQ,ShillKill Fan,72,0,0,Tue May 29 05:34:51 +0000 2018
1001333587633897473,RT @stevennerayoff: One of the best blockchain projects I’ve seen and an amazingly talented and experienced team.  Nexo is poised for explo…,JustJack,1200,15,0,Tue May 29 05:25:05 +0000 2018
1001332050433986560,RT @NexoFinance: Nexo Community is now the largest crypto group on Telegram with 64k+ supporters and growing! We would like to thank you al…,maiden05,205,571,0,Tue May 29 05:18:59 +0000 2018
1001318064057716737,RT @crypto_sally_: 1/3 Just want to say I ❤️ the @NexoFinance product for actually spending #crypto . Keep all of your coins (used as colla…,Canada Crypto,128,38,0,Tue May 29 04:23:24 +0000 2018
1001317472941768705,RT @LegoStructures: Centaur Knight Mech takes it to the Nexo level https://t.co/DB4SFOG45u #lego https://t.co/yt0KAKSanf,Furry Librarian,1467,1,0,Tue May 29 04:21:03 +0000 2018
1001316767854034944,The World First Instant Crypto-backed Loans https://t.co/8ktdGjYXKE lewat @NexoFinance@asopiandi_com @Deni27539188,cahyadi,390,0,0,Tue May 29 04:18:15 +0000 2018
1001315661958860801,"RT @crypto_sally_: Next 6 mo.- Most bullish on exchange coins ( $BNB $KCS $QASH $BCO ), security/security-related tokens ( $POLY $NEXO ) pl…",Richard Walwasa,1493,13,0,Tue May 29 04:13:52 +0000 2018
1001313689633542144,"RT @BrothersBrick: ""#Centaur Knight #Mech takes it to the Nexo level"" | #LEGO 7 is unstoppable when creating jaw-dropping characters. This…",Douglas Gilanyi,58,12,0,Tue May 29 04:06:01 +0000 2018
1001312302644318208,"LEGO Nexo Knights Set 72003 ""Berserker Bomber"" is now £22.05 (reduced by £7.94/26%) at https://t.co/wKyfKmA57g - Ch… https://t.co/BRDTZfM7F8",Yottabrick,75,0,0,Tue May 29 04:00:31 +0000 2018
1001310140375674887,"so @BlizzHeroes didnt lie about the chance but.. out of 305 lootbox i got 2 legendary and 19 epics of nexo, 0 legen… https://t.co/TqvHdJXrXH",Haeun,134,0,1,Tue May 29 03:51:55 +0000 2018
1001308132746801153,eBay: LEGO Nexo Knights 70372 Combo Nexo Powers Wave 1 Lot of 4 packs New sealed https://t.co/blB4nk7A0n https://t.co/cgLaCwe1Be,US LEGO Set Sales,150,0,0,Tue May 29 03:43:56 +0000 2018
1001306482372067328,RT @bitox_exchange: NEXO $NEXO by @NexoFinance is now available on @bitox_exchange : https://t.co/IrwgQNfQCdNexo - The World’s First Insta…,Khoirul Roziqin,5,53,0,Tue May 29 03:37:23 +0000 2018
1001298657482854400,@Ramiro85327906 @Ivoasencio1 Nexo,Lucas Mathias,310,0,0,Tue May 29 03:06:17 +0000 2018
1001290504716382209,RT @cryptunez: Cryptune retirement bags 🎲💜💎🌊🎲$DBIX - Palmex Exchange (Coinbase of Dubai) $DERO - Private Smart Contracts $HKN -  Securi…,buffcrypto,44,124,0,Tue May 29 02:33:54 +0000 2018
1001289198568132608,@UbayMarrero @SecretsOfCrypto @AngeloBTC Trade it for $NEXO,KinGeeK - The Alchemist 👑,4922,0,1,Tue May 29 02:28:42 +0000 2018
1001286107764613120,RT @FatBTC: FatBTC has opened deposit of Nexo（NEXO） and  will start NEXO/ETH trading at  14：00 May 13th (UTC+8)  Details:https://t.co/4K2cm…,Владимир,23,50,0,Tue May 29 02:16:25 +0000 2018
1001285611578277888,RT @bitox_exchange: NEXO $NEXO by @NexoFinance is now available on @bitox_exchange : https://t.co/IrwgQNfQCdNexo - The World’s First Insta…,Pankaj Sharma,555,53,0,Tue May 29 02:14:27 +0000 2018
1001285206291238912,Free chrome extension to hide tweets that over-shill crypto cash tags &amp; promote groups https://t.co/D6aOXBWQQjNo… https://t.co/QVYMh3TPMe,ShillKill Fan,72,0,0,Tue May 29 02:12:50 +0000 2018
